review_id,product_sku,product_name,brand,marketplace,country,language,review_date,rating,review_title,review_text,verified_purchase,helpful_votes,reviewer_id,reviewer_review_count,source_ingested_at,rating_trusted,date_parseable,rating_trusted,date_parseable
CR-000336,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,mediamarkt_de,DE,de,2024-11-16,5,Quiet and effective,"It looks like a piece of furniture rather than an appliance, which sold my partner on it. At speed one you genuinely cannot hear it from the bed. Worth the money for the coverage it gives in an open plan space.",true,4,RV5372623,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000337,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,coolblue_nl,NL,nl,2024-11-16,5,Excellent purifier,"Auto mode ramps up when I open a window and settles back down on its own. Build quality feels solid and the filter change is a thirty second job. Whisper quiet at the lower settings, which is all we need overnight.",true,1,RV8778507,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000338,VS-AP-4000i,Air Purifier 4000i Series,Philips,amazon_de,DE,de,2024-11-16,3,"Fine, not exceptional",Decent unit but the smart features are more of a novelty than a reason to buy.,false,8,RV2419248,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000339,VS-AP-8000i,Air Performer 8000i Series,Philips,bol_nl,NL,nl,2024-11-17,5,Quiet and effective,The sensor is responsive enough that I mostly just leave it on auto and forget it.,true,4,RV4152706,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000340,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,bol_nl,NL,nl,2024-11-17,5,Exactly what we needed,"Our bedroom air feels noticeably lighter overnight and I wake up without a blocked nose. It looks like a piece of furniture rather than an appliance, which sold my partner on it. On sleep mode it is quieter than my old fan by a wide margin.",true,1,RV3064677,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000341,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,mediamarkt_de,DE,de,2024-11-17,4,Very happy with it,Worth the money for the coverage it gives in an open plan space. Hay fever season was genuinely bearable this year for the first time.,true,2,RV4658529,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000342,VS-AP-8000i,Air Performer 8000i Series,Philips,currys_uk,GB,en,2024-11-17,5,Big difference in the bedroom,"Cheaper to run than I expected, the energy draw on auto is minimal. It looks like a piece of furniture rather than an appliance, which sold my partner on it.",true,3,RV3795971,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000343,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,amazon_nl,NL,nl,2024-11-18,5,Excellent purifier,Our bedroom air feels noticeably lighter overnight and I wake up without a blocked nose. I like being able to check the air quality history for the past week from my phone. Worth the money for the coverage it gives in an open plan space.,true,0,RV7238025,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000344,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,coolblue_nl,NL,nl,2024-11-18,5,Very happy with it,Hay fever season was genuinely bearable this year for the first time. I like being able to check the air quality history for the past week from my phone.,true,0,RV7980135,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000345,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,mediamarkt_de,DE,de,2024-11-18,4,Exactly what we needed,"Worth the money for the coverage it gives in an open plan space. Setting up a night schedule in the app took under a minute. Good hardware, average software.",true,6,RV5976723,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000346,CP-LV-C400S,Core 400S Smart,Levoit,mediamarkt_de,DE,de,2024-11-18,5,Exactly what we needed,"Compact footprint, does not dominate the room. Worth the money for the coverage it gives in an open plan space.",false,3,RV5497183,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000347,VS-AP-2000,Air Purifier 2000 Series,Philips,coolblue_nl,NL,nl,2024-11-18,5,Big difference in the bedroom,Cooking smells from the kitchen are gone long before we finish eating. Setting up a night schedule in the app took under a minute. At speed one you genuinely cannot hear it from the bed.,true,5,RV0945507,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000348,VS-AP-3000i,Air Purifier 3000i Series,Philips,versuni_dtc,EU,en,2024-11-19,5,Worth it for allergy season,Worth the money for the coverage it gives in an open plan space. The sensor is responsive enough that I mostly just leave it on auto and forget it.,false,1,RV4582037,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000349,CP-BB-DM5440,DustMagnet 5440i,Blueair,amazon_nl,NL,nl,2024-11-19,4,Big difference in the bedroom,"Setting up a night schedule in the app took under a minute. Auto mode ramps up when I open a window and settles back down on its own. Good hardware, average software.",true,5,RV7911047,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000350,VS-AP-8000i,Air Performer 8000i Series,Philips,amazon_fr,FR,fr,2024-11-19,1,Not worth the money,On anything above speed two it is far too loud to sit in the same room. Stopped responding entirely after four months and had to be replaced under warranty.,true,0,RV5770620,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000351,CP-LV-C400S,Core 400S Smart,Levoit,bol_nl,NL,nl,2024-11-19,5,Worth it for allergy season,At speed one you genuinely cannot hear it from the bed. Setting up a night schedule in the app took under a minute. The sensor is responsive enough that I mostly just leave it on auto and forget it.,true,23,RV6278534,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000352,VS-AP-3000i,Air Purifier 3000i Series,Philips,amazon_de,DE,de,2024-11-19,1,Loud and unreliable,"The app is slow, logs me out at random and lost all my schedules after an update. Sensor readings disagree completely with my standalone PM2.5 meter.",true,3,RV3763254,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000353,VS-AP-4000i,Air Purifier 4000i Series,Philips,fnac_fr,FR,fr,2024-11-19,4,Exactly what we needed,"Cooking smells from the kitchen are gone long before we finish eating. Auto mode ramps up when I open a window and settles back down on its own. It looks like a piece of furniture rather than an appliance, which sold my partner on it.",true,0,RV0002848,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000354,CP-LV-C400S,Core 400S Smart,Levoit,amazon_nl,NL,nl,2024-11-19,5,Big difference in the bedroom,"Cheaper to run than I expected, the energy draw on auto is minimal. It looks like a piece of furniture rather than an appliance, which sold my partner on it.",true,6,RV7773057,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000355,VS-AP-4000i,Air Purifier 4000i Series,Philips,amazon_nl,NL,nl,2024-11-19,5,Quiet and effective,"It looks like a piece of furniture rather than an appliance, which sold my partner on it. Whisper quiet at the lower settings, which is all we need overnight.",true,8,RV3528114,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000356,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,fnac_fr,FR,fr,2024-11-19,5,Worth it for allergy season,"Whisper quiet at the lower settings, which is all we need overnight. Build quality feels solid and the filter change is a thirty second job.",true,4,RV1794849,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000357,VS-AP-8000i,Air Performer 8000i Series,Philips,mediamarkt_de,DE,de,2024-11-20,5,Exactly what we needed,At speed one you genuinely cannot hear it from the bed.,true,3,RV5242558,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000358,VS-AP-4000i,Air Purifier 4000i Series,Philips,amazon_uk,GB,en,2024-11-20,4,Exactly what we needed,Our bedroom air feels noticeably lighter overnight and I wake up without a blocked nose.,true,0,RV6540535,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000359,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,currys_uk,GB,en,2024-11-21,4,Quiet and effective,"Whisper quiet at the lower settings, which is all we need overnight. I like being able to check the air quality history for the past week from my phone. Good hardware, average software.",true,1,RV6913357,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000360,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,currys_uk,GB,en,2024-11-22,4,Quiet and effective,"The sensor is responsive enough that I mostly just leave it on auto and forget it. Works as described, though the manual is close to useless.",true,5,RV3068163,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000361,VS-AP-8000i,Air Performer 8000i Series,Philips,amazon_de,DE,de,2024-11-22,1,Filter costs are a scam,"The app is slow, logs me out at random and lost all my schedules after an update.",true,3,RV5430104,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000362,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,versuni_dtc,EU,en,2024-11-22,1,Good hardware ruined by the app,"Will not hold a connection to my 2.4GHz network for more than a week at a time. The app is slow, logs me out at random and lost all my schedules after an update.",true,2,RV5186175,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000363,VS-AP-2000,Air Purifier 2000 Series,Philips,versuni_dtc,EU,en,2024-11-22,5,Very happy with it,Setting up a night schedule in the app took under a minute.,true,0,RV7742198,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000364,VS-AP-8000i,Air Performer 8000i Series,Philips,currys_uk,GB,en,2024-11-23,5,Excellent purifier,The app paired on the first try and the scheduling actually works.,true,2,RV0678597,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000365,CP-LV-C400S,Core 400S Smart,Levoit,coolblue_nl,NL,nl,2024-11-23,5,Exactly what we needed,The PM2.5 readout drops from red to blue within about twenty minutes in our living room. At speed one you genuinely cannot hear it from the bed. Auto mode ramps up when I open a window and settles back down on its own.,false,1,RV2328563,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000366,VS-AP-4000i,Air Purifier 4000i Series,Philips,versuni_dtc,EU,en,2024-11-23,5,Exactly what we needed,"Setting up a night schedule in the app took under a minute. Whisper quiet at the lower settings, which is all we need overnight.",false,0,RV3427901,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000367,VS-AP-3000i,Air Purifier 3000i Series,Philips,mediamarkt_de,DE,de,2024-11-23,5,Exactly what we needed,"Cheaper to run than I expected, the energy draw on auto is minimal. I like being able to check the air quality history for the past week from my phone.",true,3,RV0594686,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000368,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,amazon_fr,FR,fr,2024-11-23,4,Exactly what we needed,The app paired on the first try and the scheduling actually works. Hay fever season was genuinely bearable this year for the first time.,true,7,RV2552600,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000369,CP-BB-DM5440,DustMagnet 5440i,Blueair,amazon_nl,NL,nl,2024-11-24,3,Mixed feelings,"Works as described, though the manual is close to useless. The sensor is responsive enough that I mostly just leave it on auto and forget it. Filters are expensive and only available from one supplier.",true,0,RV0232732,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000370,VS-AP-4000i,Air Purifier 4000i Series,Philips,bol_nl,NL,nl,2024-11-24,5,Quiet and effective,Auto mode ramps up when I open a window and settles back down on its own. On sleep mode it is quieter than my old fan by a wide margin. Setting up a night schedule in the app took under a minute.,true,3,RV4511286,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000371,VS-AP-2000,Air Purifier 2000 Series,Philips,currys_uk,GB,en,2024-11-24,5,Quiet and effective,On sleep mode it is quieter than my old fan by a wide margin. Auto mode ramps up when I open a window and settles back down on its own.,false,1,RV5219108,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000372,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,currys_uk,GB,en,2024-11-24,5,Not worth the money,"The app is slow, logs me out at random and lost all my schedules after an update. Will not hold a connection to my 2.4GHz network for more than a week at a time.",true,7,RV7054269,27,2026-08-26T09:00:00+02:00,false,true,false,true
CR-000373,VS-AP-3000i,Air Purifier 3000i Series,Philips,mediamarkt_de,DE,de,2024-11-24,5,Worth it for allergy season,At speed one you genuinely cannot hear it from the bed. Setting up a night schedule in the app took under a minute.,true,0,RV0952170,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000374,VS-AP-8000i,Air Performer 8000i Series,Philips,amazon_de,DE,de,2024-11-25,5,Quiet and effective,At speed one you genuinely cannot hear it from the bed.,true,4,RV8901930,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000375,VS-AP-4000i,Air Purifier 4000i Series,Philips,amazon_nl,NL,nl,2024-11-26,1,Disappointing smart features,"The air quality sensor seems to read whatever it likes, it sat on red in an empty clean room. Will not hold a connection to my 2.4GHz network for more than a week at a time.",true,1,RV4424608,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000376,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,amazon_nl,NL,nl,26/11/2024,5,Big difference in the bedroom,"The PM2.5 readout drops from red to blue within about twenty minutes in our living room. It looks like a piece of furniture rather than an appliance, which sold my partner on it.",true,1,RV2872282,8,2026-08-26T09:00:00+02:00,true,false,true,false
CR-000377,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,amazon_fr,FR,fr,2024-11-26,4,Excellent purifier,"The sensor is responsive enough that I mostly just leave it on auto and forget it. Whisper quiet at the lower settings, which is all we need overnight. Good hardware, average software.",true,0,RV2406847,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000378,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,mediamarkt_de,DE,de,2024-11-26,3,"Fine, not exceptional",Does the job. Nothing remarkable either way. At speed one you genuinely cannot hear it from the bed. There is a high pitched whine from the motor that I cannot unhear.,true,0,RV2186207,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000379,VS-AP-3000i,Air Purifier 3000i Series,Philips,coolblue_nl,NL,nl,2024-11-26,5,Big difference in the bedroom,The app paired on the first try and the scheduling actually works.,true,2,RV5810326,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000380,VS-AP-3000i,Air Purifier 3000i Series,Philips,currys_uk,GB,en,2024-11-26,4,Very happy with it,"It looks like a piece of furniture rather than an appliance, which sold my partner on it. Worth the money for the coverage it gives in an open plan space.",true,0,RV5513854,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000381,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,amazon_fr,FR,fr,2024-11-26,4,Quiet and effective,Build quality feels solid and the filter change is a thirty second job. Our bedroom air feels noticeably lighter overnight and I wake up without a blocked nose. Auto mode ramps up when I open a window and settles back down on its own.,false,0,RV0461212,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000382,CP-LV-C400S,Core 400S Smart,Levoit,fnac_fr,FR,fr,2024-11-27,5,Excellent purifier,"Compact footprint, does not dominate the room. Hay fever season was genuinely bearable this year for the first time.",true,2,RV8549536,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000383,CP-BB-DM5440,DustMagnet 5440i,Blueair,fnac_fr,FR,fr,2024-11-27,5,Big difference in the bedroom,Worth the money for the coverage it gives in an open plan space. On sleep mode it is quieter than my old fan by a wide margin.,true,3,RV4247409,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000384,CP-BB-DM5440,DustMagnet 5440i,Blueair,amazon_nl,NL,nl,2024-11-27,5,Big difference in the bedroom,The app paired on the first try and the scheduling actually works.,true,3,RV0419551,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000385,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,amazon_nl,NL,nl,2024-11-28,3,Does the job,Does the job. Nothing remarkable either way. Auto mode ramps up when I open a window and settles back down on its own. Firmware update bricked the app connection and support had no answer.,true,4,RV4565226,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000386,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,versuni_dtc,EU,en,2024-11-29 00:00:00 UTC+1,1,Disappointing smart features,"The app is slow, logs me out at random and lost all my schedules after an update. On anything above speed two it is far too loud to sit in the same room.",true,2,RV3826649,1,2026-08-26T09:00:00+02:00,true,false,true,false
CR-000387,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,amazon_nl,NL,nl,,4,Excellent purifier,At speed one you genuinely cannot hear it from the bed. The sensor is responsive enough that I mostly just leave it on auto and forget it. Cooking smells from the kitchen are gone long before we finish eating. Does the job. Nothing remarkable either way.,true,1,RV1834802,2,2026-08-26T09:00:00+02:00,true,false,true,false
CR-000388,VS-AP-4000i,Air Purifier 4000i Series,Philips,coolblue_nl,NL,nl,2024-11-29,5,Worth it for allergy season,At speed one you genuinely cannot hear it from the bed. The sensor is responsive enough that I mostly just leave it on auto and forget it.,true,11,RV0982850,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000389,VS-AP-3000i,Air Purifier 3000i Series,Philips,fnac_fr,FR,fr,2024-11-29,5,Quiet and effective,Worth the money for the coverage it gives in an open plan space. Build quality feels solid and the filter change is a thirty second job.,true,2,RV4082837,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000390,CP-LV-C400S,Core 400S Smart,Levoit,amazon_fr,FR,fr,2024-11-29,5,Exactly what we needed,Build quality feels solid and the filter change is a thirty second job. On sleep mode it is quieter than my old fan by a wide margin.,false,4,RV5446285,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000391,VS-AP-4000i,Air Purifier 4000i Series,Philips,mediamarkt_de,DE,de,2024-11-29,5,Excellent purifier,Hay fever season was genuinely bearable this year for the first time. I like being able to check the air quality history for the past week from my phone.,true,2,RV0037354,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000392,VS-AP-4000i,Air Purifier 4000i Series,Philips,fnac_fr,FR,fr,2024-11-30,2,Disappointing smart features,"There is a high pitched whine from the motor that I cannot unhear. Replacement filters cost almost half the price of the unit, which is absurd.",true,2,RV8552161,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000393,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,bol_nl,NL,nl,2024-11-30,4,Big difference in the bedroom,"On sleep mode it is quieter than my old fan by a wide margin. I like being able to check the air quality history for the past week from my phone. Cheaper to run than I expected, the energy draw on auto is minimal.",true,1,RV7318020,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000394,VS-AP-8000i,Air Performer 8000i Series,Philips,currys_uk,GB,en,2024-11-30,5,Quiet and effective,"It looks like a piece of furniture rather than an appliance, which sold my partner on it. Whisper quiet at the lower settings, which is all we need overnight. Our bedroom air feels noticeably lighter overnight and I wake up without a blocked nose.",true,8,RV5817737,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000395,CP-LV-C400S,Core 400S Smart,Levoit,amazon_uk,GB,en,2024-12-01,5,Big difference in the bedroom,"Build quality feels solid and the filter change is a thirty second job. Whisper quiet at the lower settings, which is all we need overnight.",true,15,RV5087860,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000396,VS-AP-4000i,Air Purifier 4000i Series,Philips,mediamarkt_de,DE,de,2024-12-01,4,Excellent purifier,Worth the money for the coverage it gives in an open plan space. I like being able to check the air quality history for the past week from my phone. Auto mode ramps up when I open a window and settles back down on its own.,true,3,RV7120264,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000397,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,bol_nl,NL,nl,2024-12-01,5,Excellent purifier,"Worth the money for the coverage it gives in an open plan space. Auto mode ramps up when I open a window and settles back down on its own. It looks like a piece of furniture rather than an appliance, which sold my partner on it.",true,3,RV1060951,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000398,CP-LV-C400S,Core 400S Smart,Levoit,amazon_uk,GB,en,2024-12-01,4,Very happy with it,"The PM2.5 readout drops from red to blue within about twenty minutes in our living room. I like being able to check the air quality history for the past week from my phone. Good hardware, average software.",true,8,RV1422781,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000399,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,bol_nl,NL,nl,2024-12-01,5,Big difference in the bedroom,I like being able to check the air quality history for the past week from my phone.,true,1,RV3943300,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000400,CP-BB-DM5440,DustMagnet 5440i,Blueair,currys_uk,GB,en,2024-12-02,5,Worth it for allergy season,Setting up a night schedule in the app took under a minute. At speed one you genuinely cannot hear it from the bed.,true,0,RV3996615,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000401,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,amazon_fr,FR,fr,2024-12-02,5,Exactly what we needed,"Whisper quiet at the lower settings, which is all we need overnight. Hay fever season was genuinely bearable this year for the first time.",true,0,RV5919533,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000402,CP-LV-C400S,Core 400S Smart,Levoit,mediamarkt_de,DE,de,2024-12-03,5,Filter costs are a scam,"The filter life indicator reset itself and now demands a new filter every two months. Constant Wi-Fi disconnects, the app shows it offline more often than online.",true,6,RV6933922,27,2026-08-26T09:00:00+02:00,false,true,false,true
CR-000403,VS-AP-8000i,Air Performer 8000i Series,Philips,amazon_de,DE,de,2024-12-03,2,Terrible Wi-Fi disconnects,"Replacement filters cost almost half the price of the unit, which is absurd. App crashes on Android every time I open the air quality history.",false,0,RV2131698,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000404,VS-AP-8000i,Air Performer 8000i Series,Philips,amazon_fr,FR,fr,2024-12-03,2,Disappointing smart features,Firmware update bricked the app connection and support had no answer. Sensor readings disagree completely with my standalone PM2.5 meter.,true,1,RV6694403,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000405,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,currys_uk,GB,en,2024-12-04,1,Terrible Wi-Fi disconnects,Firmware update bricked the app connection and support had no answer. It drops off the Wi-Fi every couple of days and needs a full re-pair.,true,5,RV3729377,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000406,VS-AP-3000i,Air Purifier 3000i Series,Philips,bol_nl,NL,nl,2024-12-05,1,Loud and unreliable,"The app is slow, logs me out at random and lost all my schedules after an update. The air quality sensor seems to read whatever it likes, it sat on red in an empty clean room.",true,1,RV1339575,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000407,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,fnac_fr,FR,fr,2024-12-05,5,Worth it for allergy season,"Cooking smells from the kitchen are gone long before we finish eating. Compact footprint, does not dominate the room.",true,0,RV4978446,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000408,CP-LV-C400S,Core 400S Smart,Levoit,fnac_fr,FR,fr,2024-12-05,3,Reasonable purchase,"Decent unit but the smart features are more of a novelty than a reason to buy. The app paired on the first try and the scheduling actually works. The app is slow, logs me out at random and lost all my schedules after an update.",true,2,RV1201456,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000409,VS-AP-8000i,Air Performer 8000i Series,Philips,mediamarkt_de,DE,de,2024-12-05,5,Quiet and effective,Our bedroom air feels noticeably lighter overnight and I wake up without a blocked nose. The app paired on the first try and the scheduling actually works.,true,0,RV3872296,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000410,VS-AP-8000i,Air Performer 8000i Series,Philips,bol_nl,NL,nl,2024-12-05,5,Excellent purifier,"Cooking smells from the kitchen are gone long before we finish eating. Auto mode ramps up when I open a window and settles back down on its own. It looks like a piece of furniture rather than an appliance, which sold my partner on it.",true,1,RV8506804,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000411,VS-AP-8000i,Air Performer 8000i Series,Philips,coolblue_nl,NL,nl,2024-12-05,5,Big difference in the bedroom,"Setting up a night schedule in the app took under a minute. Whisper quiet at the lower settings, which is all we need overnight. Hay fever season was genuinely bearable this year for the first time.",true,1,RV1832420,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000412,VS-AP-3000i,Air Purifier 3000i Series,Philips,versuni_dtc,EU,en,2024-12-06,2,Good hardware ruined by the app,Sensor readings disagree completely with my standalone PM2.5 meter. The filter life indicator reset itself and now demands a new filter every two months.,true,2,RV6765093,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000413,VS-AP-4000i,Air Purifier 4000i Series,Philips,coolblue_nl,NL,nl,2024-12-06,5,Worth it for allergy season,The app paired on the first try and the scheduling actually works.,true,4,RV5508712,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000414,VS-AP-3000i,Air Purifier 3000i Series,Philips,amazon_uk,GB,en,2024-12-06,5,Worth it for allergy season,Our bedroom air feels noticeably lighter overnight and I wake up without a blocked nose. Worth the money for the coverage it gives in an open plan space.,false,7,RV0083412,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000415,CP-BB-DM5440,DustMagnet 5440i,Blueair,bol_nl,NL,nl,2024-12-06,4,Worth it for allergy season,"The app paired on the first try and the scheduling actually works. Cheaper to run than I expected, the energy draw on auto is minimal. Works as described, though the manual is close to useless.",true,7,RV7821603,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000416,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,amazon_uk,GB,en,2024-12-07,5,Worth it for allergy season,On sleep mode it is quieter than my old fan by a wide margin.,false,2,RV2858762,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000417,VS-AP-8000i,Air Performer 8000i Series,Philips,amazon_uk,GB,en,2024-12-07,5,Quiet and effective,The app paired on the first try and the scheduling actually works.,true,0,RV5582254,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000418,VS-AP-2000,Air Purifier 2000 Series,Philips,versuni_dtc,EU,en,2024-12-08,5,Big difference in the bedroom,The sensor is responsive enough that I mostly just leave it on auto and forget it. Build quality feels solid and the filter change is a thirty second job. I like being able to check the air quality history for the past week from my phone.,true,4,RV3614632,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000419,CP-LV-C400S,Core 400S Smart,Levoit,versuni_dtc,EU,en,2024-12-08,1,Not worth the money,"The filter life indicator reset itself and now demands a new filter every two months. Constant Wi-Fi disconnects, the app shows it offline more often than online.",true,1,RV6206549,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000420,VS-AP-3000i,Air Purifier 3000i Series,Philips,amazon_nl,NL,nl,2024-12-08,4,Excellent purifier,Our bedroom air feels noticeably lighter overnight and I wake up without a blocked nose. The sensor is responsive enough that I mostly just leave it on auto and forget it.,true,4,RV6708807,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000421,VS-AP-8000i,Air Performer 8000i Series,Philips,amazon_uk,GB,en,2024-12-08,5,Quiet and effective,"It looks like a piece of furniture rather than an appliance, which sold my partner on it. Hay fever season was genuinely bearable this year for the first time.",true,1,RV0669325,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000422,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,bol_nl,NL,nl,2024-12-09,5,Worth it for allergy season,"Worth the money for the coverage it gives in an open plan space. It looks like a piece of furniture rather than an appliance, which sold my partner on it.",true,3,RV2608711,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000423,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,coolblue_nl,NL,nl,2024-12-09,4,Exactly what we needed,"Cheaper to run than I expected, the energy draw on auto is minimal. Build quality feels solid and the filter change is a thirty second job. Auto mode ramps up when I open a window and settles back down on its own.",true,1,RV6001943,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000424,CP-LV-C400S,Core 400S Smart,Levoit,currys_uk,GB,en,2024-12-09,4,Very happy with it,"It looks like a piece of furniture rather than an appliance, which sold my partner on it. Our bedroom air feels noticeably lighter overnight and I wake up without a blocked nose.",true,2,RV1617295,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000425,CP-LV-C400S,Core 400S Smart,Levoit,mediamarkt_de,DE,de,2024-12-10,5,Exactly what we needed,The sensor is responsive enough that I mostly just leave it on auto and forget it.,false,3,RV0070405,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-000426,CP-BB-DM5440,DustMagnet 5440i,Blueair,amazon_de,DE,de,2024-12-10,5,Exactly what we needed,"Whisper quiet at the lower settings, which is all we need overnight. Build quality feels solid and the filter change is a thirty second job. Cheaper to run than I expected, the energy draw on auto is minimal.",true,0,RV1271759,5,2026-08-26T09:00:00+02:00,true,true,true,true
